countryCode,UniversityName,Domain,placeID,Lat,Long,Address,Photoref,PhotoAttrib
AE,"Skyline University College, Sharjah",http://www.skylineuniversity.com/,ChIJR2YUkQpfXz4RfMd6Ape8Gew,25.2915793,55.4672874,Skyline University College - University CityMuwailih Commercial - Sharjah - United Arab Emirates,CmRaAAAA_OLshSy9I5wH9iiSknf7JnHNaO_VUoPhlbDkAm8ahQFEeIGHRZjgK-XwB5kNoz0G9oPZv3J8L_MIpLJ60mA5BzHWVA_b0VsWA56z0znnEufMvywiMaoZgjHOltl-bN5IEhAAWdVzcyq-GDChK-orjuq7GhQncOxs55TZZ6y-SfhSXDOd3xK7Cg,"<a href=""https://maps.google.com/maps/contrib/104262304317000513769"">Jobin Ignatious</a>"
AE,"Synergy University, Dubai Campus",http://www.synergydubai.ae/,ChIJwRUZMaZsXz4RGUlsvyZORNQ,25.0692486,55.1424982,Cluster I  Platinum Tower  32 floor - Jumeirah Lakes Towers - Dubai - United Arab Emirates,CmRaAAAA3VMd49FPMstPORRxtaAKUlGwEJXDKSMU8l5r4MEgPE6UcHzCQCM8MXUwiH2-Cq5Xf83YLm6HmK1XH8D4P4R3UKwUziiBpBTmOSXZAdnvTH4pFED-QjStEKcnnmwkbnEXEhCL7qIcyLbNyg1DptT-svTLGhRjx4XgiPCfBq4o6vZCoecKdHiOYg,"<a href=""https://maps.google.com/maps/contrib/103023343011459613157"">Synergy University Dubai</a>"
AE,The Emirates Academy of Hotel Managment,http://www.emiratesacademy.edu/,ChIJrzpTPFJqXz4R0XQd1Go-pt8,25.1363005,55.1901383,Building 69  Al Saqool Street - ام سقيمام سقيم ٣ - دبي - United Arab Emirates,CmRaAAAASPT0nYDJ_Q4X2RfSH6JW_Zw9h2fApcsF1mxjpi0WjKE7OBJ-I2HDAAzmMNPi_OC7jKxFY1jQeC1HLesA5Mb5y4ldE98ukamFXEafGhy6pa0FL84fIwYQJFH6smKl87A1EhA54OTz_vA5J5Owyv3Yjoc0GhRQK-icPyiBcS-ssKqagZr9ukY_Kw,"<a href=""https://maps.google.com/maps/contrib/106192374146350004763"">The Emirates Academy of Hospitality Management</a>"
AE,The Petroleum Institute,http://www.pi.ac.ae/,ChIJma46HedDXj4REy5f2N3aSCQ,24.4202154,54.5019644,Umm Al Nar  Near Al Maqta Bridge - Sas Al Nakhl - Abu Dhabi - United Arab Emirates,CmRaAAAAnw4nVA6iPnF_grtF3FBQ8QVofXkZLDE8cJesHr72ZS2HyQ0hOt9HQrccSxEG7W_1ObuXZp3GT906qzeqhZ2-yuP-VtyONvlV3ZXE4a3TXsRZ_Lfx0V9mKjQ7kHaxJ8DaEhDgXvV_rliqD1QyOX2FU2AaGhRE2lR2QagL3rwupyzITAtspXitUw,"<a href=""https://maps.google.com/maps/contrib/113263673214221090182"">Ralph Peters</a>"
AE,United Arab Emirates University,http://www.uaeu.ac.ae/,ChIJK-vln9otDxQR9t2W0ORPLwA,24.200588,55.676034,Sheik Khalifa Bin Zayed St - 'Asharij - Abu Dhabi - United Arab Emirates,CmRaAAAAi3AwXpW3XSDEMoh36z-U6A_1PjL5qnxCNUK9moRfQ8IfgCFvIiWTlS0xfIo8i_UPGd5CczlHClNfWqu26Co7DSv_S62QYyVJg5YMRc7lp2d2Y8qFaxYDyHf9pyww7EgZEhDi4sN7i2y4oz8khd0mUHPLGhTjufOvum3elr33GuSh-QVsZWiJ2A,"<a href=""https://maps.google.com/maps/contrib/108252942628899753136"">United Arab Emirates University</a>"
AE,University Of Dubai,http://www.ud.ac.ae/,ChIJF6YPitBcXz4RzE4ciPDtuNI,25.1060895,55.4143843,Academic City Emirates Road - Exit 49 - Academic City - Dubai - United Arab Emirates,CmRaAAAAIavwJeJ-SwjBy1iweIU36xAVDx_z_u4ZOOgtlhYCj9x5-gvK5UyqtxMi8GtyJ-vfO8YjTSjmzUZND506CJWicDHOcCzo_PEbnWsjKd81I4JT-irU1RxeWio1k7y00ZBpEhBcZQJjoLRA94LA64Fodx7ZGhT372wEBI05FuYow3b-ku1jnM8tBQ,"<a href=""https://maps.google.com/maps/contrib/113893133055260813662"">University of Dubai</a>"
AE,University of Jazeera,http://www.uojazeera.com/,ChIJCaQhZuZdXz4RI1k5W0pw7zM,25.2440368,55.3932154,Al Twar 3 Near Dubai International Airport - Al TwarAl Twar 3 - Dubai - United Arab Emirates,CmRaAAAA19eIST9Ny5WafS5JCaW3IHxJK2jX3l4f167SN5EvErVSyCO6LEjAT4sU6jB1wur_LfTsHnUmIJijvrdkJ552fdC-_bam1Ntj1hkJubzz6raMUtsTh9sLa5PIIViQWp7XEhDV4bUKm4CkBhjB7eZ3Jh-AGhQ3a_o3X4bZkpYHVbCkeC3Te2o6iw,"<a href=""https://maps.google.com/maps/contrib/109580268485223427467"">Rashed Al Hebsi</a>"
AE,University of Sharjah,http://www.sharjah.ac.ae/,ChIJp9ZaY5tfXz4Rq_BfeTuZZ2g,25.2867708,55.4783714,University City Rd - University City - Sharjah - United Arab Emirates,CmRaAAAAGTd7u1fBsHWBefOBoo9AhB5MmwJMRu1BIYVtWWWLlTjElPwUXfzVBf8O3Gq9qpB-XPPrb7RF1Txc1vG8sWCvQfYmJIP41TwL_R8tYSWdm_xTlCLlgn4vJ6jSAvAR0H3cEhAChAFub2wdpEjw1sd_K9dVGhR_SCPmr1bKQw8ZlxgYwSVZqIbyIw,"<a href=""https://maps.google.com/maps/contrib/105567252767973111770"">University of Sharjah</a>"
AE,University of Wollongong - Dubai Campus,http://www.uowdubai.ac.ae/,ChIJowZQZmtrXz4RpXpW9fJ-M4Q,25.103703,55.164906,Blocks 5  14 & 15  Dubai Knowledge Park - Al SufouhDubai Knowledge Park - Dubai - United Arab Emirates,CmRaAAAASIvFNuKlMtsnD1Osx5HJHl6AsPba9B0iurCI81x3r6A82Czr-ovaChnRSaFveJCaCfrataaS_UyXfaMPDGPNGX-vNU0K_V21fJWkx8esojwubIrL1VPtUOe2ZuNrTfi3EhC4LTA0jjgAP1lzSmTotdhPGhQDxKS_06fefoAJGtmAcuWqfDxyaA,"<a href=""https://maps.google.com/maps/contrib/102813196025165487598"">University of Wollongong in Dubai (UOWD)</a>"
AE,Zayed University,http://www.zu.ac.ae/,ChIJTUUm0mFkXz4RKNAlMmNMXjM,25.1034537,55.3846482,Dubai - Academic City - Dubai - United Arab Emirates,CmRaAAAAbiId85IgryJEquSCK7knlYgGy7bA6P1lxvMeuxTBSq6nSVWjR3a7ZyTN8ilEZ5jXFLZn0vidJ8O5lifOOGSC-NjiE6pwdIyhdpUBlAucbHwdpUDPXDhwvAl5zYd_SCZREhDnM_31Sfi8WzAOQVFgT26JGhS8fkc7puQ9EcUZuUPPNPyfo3AwmA,"<a href=""https://maps.google.com/maps/contrib/116419641323818034825"">Re Ne</a>"
AF,Afghan University,http://www.afghanuniversity.edu.af/,ChIJ099jOGFv0TgRmqVgylmvV_0,34.5337395,69.102121,Kabul  Afghanistan,CmRaAAAABHJV5ZpMws8ia3jV9kjn3bI5ryk3ilWCs5YtmIz9glEuYkKhDpS3bUvlZni3LFSNEVQCRz_kDSHotef53BD1jcOgNOyFIom1JkvELnzE3UUVXYittTpeFBDwJtOTj8OsEhCTBexq2SdmHtsJvMCGAMcdGhQv6kiwwUduUkTkU85FAkrhBKSjYQ,"<a href=""https://maps.google.com/maps/contrib/107917719421893003102"">a f</a>"
AF,Al-Birony University,http://www.au.edu.af/,,,,,,
AF,American University of Afghanistan,http://www.auaf.edu.af/,ChIJMQGNBvRo0TgRw17eJgo4lWs,34.4755224,69.1264538,Near Palace of Darual Aman  جاده دارلامان، کابل، Afghanistan,CmRaAAAABIwujseaJs0E4NMv7BVK86kWIPKRxG2RRxwOAJ7eodqTIcH11WE1KOPPJO8q9QxsGU1ojDPOFZTf5piJSRXDSP_oX-F_hlAvRk0u7COJCkUq_Mvah3JFV5Qb8ZQb5eptEhAzWH4EBP1gL01vk9iz79DCGhR4VmFgmpQ7P5Y897aiM2A7xa1g7Q,"<a href=""https://maps.google.com/maps/contrib/108297842246798303048"">Asad Mayo</a>"
AF,Aria Institute of Higher Education,http://www.aria.edu.af/,,,,,,
AF,Badakhshan University,http://www.badakhshan.edu.af/,ChIJy-nlqvgDxjgRug79YDolq5M,37.1040304,70.5267079,Dasht Qurogh  DIST6  فیض آباد، Afghanistan,CmRaAAAAD0d9qdEHPnXXdrgE9kMAxcFWIUMAzHsXdJNJV1TpLLPRsd_QnSONlIQ0EnUyRlJY7J11ARD5q4YFi7n7ptlfpyYjnrK3pLD5c2e5pPHUkoXbVVe99lqYDRcu8nDCHt_pEhD3mXoTDa0H9-LoGTAIcNx7GhQmSKDNjZgkHa2aCKZzqjnKH3pJLA,"<a href=""https://maps.google.com/maps/contrib/108392046626279962501"">Naweedullah Nadrat</a>"
AF,Baghlan University,http://www.baghlan.edu.af/,ChIJwTa2pAbOzTgRHPx4TJpmuPk,35.9442328,68.7085063,Pol-e-Khomri، Pol-e Khomri  Afghanistan,CmRaAAAAzTt6sCmOvZSM27wCJJ5Z5PZVI_VoeRNPehhHVCBa2R0uCP6KtYs60i2lCp_t-0D2xg-lHkJWCn0y9mHcgTXR4MZ-G3i5lcMJaQ3hao-peMJNFfA6nndCBkyJ5jD2Q-YWEhDS07PoeNTedhNRvYAauZJOGhSE7Hzl1y7sUF6fYYfmjAo7V2DehA,"<a href=""https://maps.google.com/maps/contrib/106273184913330373591"">SA Gamer</a>"
AF,Bakhtar University,http://www.bakhtar.edu.af/,ChIJkZazxtFo0TgRvyC22fH0a_Y,34.511312,69.1395214,Opposite of Ministry of Higher Education Kabul Kabul  کابل 1006  Afghanistan,CmRaAAAADbIGCBT_0G08zutAFDVcJVO9J5Q3m-4zvbKPUv20jAc_11JUWtmrmFZBFX93cSxY1k0MD_g77h2xNO7MFXB5_CtQpi_khYmA43wTHCS4sBbEnJtr_pnxfQTq3SJRkx8iEhDkV0O3hVc25TxaicWTKA0WGhTv6Ye82vcQhj5GBoia8-COxlUckw,"<a href=""https://maps.google.com/maps/contrib/102475317774001045121"">Bakhtar University</a>"
AF,Balkh University,http://www.ba.edu.af/,ChIJwUl1hJy4ND8RvBBb7-vWe8c,36.7101554,67.1272604,Mazari Sharif  Afghanistan,CmRaAAAAWgxh2HVbGTYnnCGg4V4t7_SH8nZIXV30A0_ZkxyorL8AKeFASCF0eShxnZVHpYtxUk33hGOfWsa3oqmD6KVL801SApVXhwj4iIuL0iQaLwVnmeT6RVW96Ti_XpIEw-wWEhDyFu7u81RGUbHKVyvpXjUuGhRaCoHPj7nZX061syZ5UtdChjIEYw,"<a href=""https://maps.google.com/maps/contrib/111452153280240945451"">Amanullah Nasiri</a>"
AF,Bamiyan University,http://www.bu.edu.af/,ChIJXxQncZXr0jgRT4J8OJi54-w,34.8042051,67.8340711,Bamyan  Afghanistan,CmRaAAAAFhhB4xhYCcawB4QSYZZlYd4dfSynazXdXYA2aMddWDJXmHQjczJlyv0Zb8xcOE_mK14H2Zn7UcqqfX9tSi8U24Bpi7vpa7Z7HVkR-wvkEd3o1DUX2Wxqq8uLXTFO5MnqEhCW73yJ9NnwB8L3zlx_Xc_qGhSClmEFzjI4XcE72PmXqUa8l5cY5Q,"<a href=""https://maps.google.com/maps/contrib/111479743931976216715"">Hasan Malistani</a>"
